block,block_start,lambda,seed,method,model,risk,speed,gain,hazard,n_obs
10,2004-11-17,0.08,0,isotropic,isotropic,0.9363947510719299,1.8594954013824463,0.16590960323810577,0.5736694755524847,328
11,2004-12-01,0.08,0,isotropic,isotropic,0.31448403000831604,1.149946928024292,0.1564384400844574,0.20687074170901332,307
12,2004-12-17,0.08,0,isotropic,isotropic,1.0399456024169922,1.5976122617721558,0.011156321503221989,0.028475003852642244,237
13,2005-01-01,0.08,0,isotropic,isotropic,0.27211812138557434,1.4250354766845703,0.06923432648181915,0.1405959544817138,224
14,2005-01-12,0.08,0,isotropic,isotropic,0.7548614144325256,1.3407779932022095,0.025241421535611153,0.0453761407010134,279
15,2005-01-26,0.08,0,isotropic,isotropic,0.30032873153686523,2.018606662750244,0.07889800518751144,0.3214914501593976,296
16,2005-02-11,0.08,0,isotropic,isotropic,0.22113704681396484,1.3082793951034546,0.07125235348939896,0.1219551702358541,281
17,2005-02-23,0.08,0,isotropic,isotropic,0.3648104667663574,0.8407312631607056,0.10001586377620697,0.0706941186635541,331
18,2005-03-09,0.08,0,isotropic,isotropic,0.5784610509872437,2.808095932006836,0.046588171273469925,0.36736649449939845,320
19,2005-03-23,0.08,0,isotropic,isotropic,0.2946963608264923,1.157148838043213,0.0899718701839447,0.12047174336564784,281
0,2004-06-30,0.08,1,isotropic,isotropic,0.17096753418445587,0.0,0.0,0.0,332
1,2004-07-14,0.08,1,isotropic,isotropic,0.2555268406867981,0.589765727519989,0.04878408461809158,0.016968256586187135,213
2,2004-07-31,0.08,1,isotropic,isotropic,0.4388136565685272,2.501310348510742,0.0318598672747612,0.19933296281925042,195
3,2004-08-11,0.08,1,isotropic,isotropic,0.36722230911254883,1.4069782495498657,0.008000980131328106,0.015838642613665563,220
4,2004-08-25,0.08,1,isotropic,isotropic,0.3105314373970032,1.578414797782898,0.09950224310159683,0.2478992191973036,166
5,2004-09-08,0.08,1,isotropic,isotropic,0.4455006420612335,1.030644178390503,0.1010468453168869,0.10733473004768436,237
6,2004-09-22,0.08,1,isotropic,isotropic,0.2915145456790924,1.0603092908859253,0.019498102366924286,0.02192085452563366,201
7,2004-10-07,0.08,1,isotropic,isotropic,0.21256393194198608,2.3673222064971924,0.005667941179126501,0.03176435774090799,116
8,2004-10-20,0.08,1,isotropic,isotropic,0.3875695765018463,0.7426848411560059,0.16534380614757538,0.09120046445242112,322
9,2004-11-03,0.08,1,isotropic,isotropic,0.3452896773815155,4.305335521697998,0.023778824135661125,0.4407622381152955,305
10,2004-11-17,0.08,1,isotropic,isotropic,1.0817111730575562,1.8594954013824463,0.16309912502765656,0.5639516199879324,328
11,2004-12-01,0.08,1,isotropic,isotropic,0.4895424246788025,1.149946928024292,0.16523584723472595,0.21850423882973186,307
12,2004-12-17,0.08,1,isotropic,isotropic,1.2229650020599365,1.5976122617721558,0.0032203253358602524,0.008219445479309568,237
13,2005-01-01,0.08,1,isotropic,isotropic,0.25247621536254883,1.4250354766845703,0.049473464488983154,0.10046705608051716,224
14,2005-01-12,0.08,1,isotropic,isotropic,0.7020719051361084,1.3407779932022095,0.004304873291403055,0.007738808842249704,279
15,2005-01-26,0.08,1,isotropic,isotropic,0.2883152365684509,2.018606662750244,0.04511426389217377,0.18383037805706742,296
16,2005-02-11,0.08,1,isotropic,isotropic,0.19533132016658783,1.3082793951034546,0.033078309148550034,0.05661666774173046,281
17,2005-02-23,0.08,1,isotropic,isotropic,0.35368984937667847,0.8407312631607056,0.04852796345949173,0.03430097464320505,331
18,2005-03-09,0.08,1,isotropic,isotropic,0.4002487063407898,2.808095932006836,0.028497451916337013,0.22471388608961285,320
19,2005-03-23,0.08,1,isotropic,isotropic,0.1550707221031189,1.157148838043213,0.10875989496707916,0.14562878517653496,281
0,2004-06-30,0.08,2,isotropic,isotropic,0.15573625266551971,0.0,0.0,0.0,332
1,2004-07-14,0.08,2,isotropic,isotropic,0.21961238980293274,0.589765727519989,0.04383009299635887,0.015245141319774856,213
2,2004-07-31,0.08,2,isotropic,isotropic,0.3362663984298706,2.501310348510742,0.030640678480267525,0.19170504294919577,195
3,2004-08-11,0.08,2,isotropic,isotropic,0.24896155297756195,1.4069782495498657,0.00613283971324563,0.012140494643231773,220
4,2004-08-25,0.08,2,isotropic,isotropic,0.26424235105514526,1.578414797782898,0.07595163583755493,0.1892253946643505,166
5,2004-09-08,0.08,2,isotropic,isotropic,0.40186986327171326,1.030644178390503,0.09687711298465729,0.10290552602011269,237
6,2004-09-22,0.08,2,isotropic,isotropic,0.2565148174762726,1.0603092908859253,0.01608247123658657,0.018080811442858034,201
7,2004-10-07,0.08,2,isotropic,isotropic,0.22862395644187927,2.3673222064971924,0.007287931628525257,0.04084313159287776,116
8,2004-10-20,0.08,2,isotropic,isotropic,0.41138651967048645,0.7426848411560059,0.15058913826942444,0.08306207333465794,322
9,2004-11-03,0.08,2,isotropic,isotropic,0.3336274325847626,4.305335521697998,0.02156052179634571,0.3996439768289128,305
10,2004-11-17,0.08,2,isotropic,isotropic,1.15032160282135,1.8594954013824463,0.15997517108917236,0.553149852142292,328
11,2004-12-01,0.08,2,isotropic,isotropic,0.46707651019096375,1.149946928024292,0.14426378905773163,0.1907712517972791,307
12,2004-12-17,0.08,2,isotropic,isotropic,1.163557529449463,1.5976122617721558,0.0042749689891934395,0.010911280963178883,237
13,2005-01-01,0.08,2,isotropic,isotropic,0.24652084708213806,1.4250354766845703,0.03221071884036064,0.06541114776485701,224
14,2005-01-12,0.08,2,isotropic,isotropic,0.6939821839332581,1.3407779932022095,0.003924419172108173,0.007054871940239296,279
15,2005-01-26,0.08,2,isotropic,isotropic,0.27715328335762024,2.018606662750244,0.043471988290548325,0.17713847800873092,296
16,2005-02-11,0.08,2,isotropic,isotropic,0.20079027116298676,1.3082793951034546,0.033308763056993484,0.0570111114935417,281
17,2005-02-23,0.08,2,isotropic,isotropic,0.38188520073890686,0.8407312631607056,0.05265914276242256,0.03722101221359783,331
18,2005-03-09,0.08,2,isotropic,isotropic,0.4139572083950043,2.808095932006836,0.024053841829299927,0.18967423083002583,320
19,2005-03-23,0.08,2,isotropic,isotropic,0.164155974984169,1.157148838043213,0.09832844883203506,0.13166114730100412,281
0,2004-06-30,0.08,3,isotropic,isotropic,0.16536438465118408,0.0,0.0,0.0,332
1,2004-07-14,0.08,3,isotropic,isotropic,0.23285016417503357,0.589765727519989,0.02952384762465954,0.010269091361015933,213
2,2004-07-31,0.08,3,isotropic,isotropic,0.2531976103782654,2.501310348510742,0.028133172541856766,0.17601669799534733,195
3,2004-08-11,0.08,3,isotropic,isotropic,0.15753842890262604,1.4069782495498657,0.005570958834141493,0.011028202112878319,220
4,2004-08-25,0.08,3,isotropic,isotropic,0.2302677184343338,1.578414797782898,0.0638679563999176,0.15912019698994015,166
5,2004-09-08,0.08,3,isotropic,isotropic,0.43217694759368896,1.030644178390503,0.0744536817073822,0.0790867424119628,237
6,2004-09-22,0.08,3,isotropic,isotropic,0.31289371848106384,1.0603092908859253,0.012136354111135006,0.013644366407320934,201
7,2004-10-07,0.08,3,isotropic,isotropic,0.22579488158226013,2.3673222064971924,0.005899523850530386,0.03306219668958279,116
8,2004-10-20,0.08,3,isotropic,isotropic,0.4809381663799286,0.7426848411560059,0.11551418900489807,0.06371540569647124,322
9,2004-11-03,0.08,3,isotropic,isotropic,0.37277308106422424,4.305335521697998,0.022566702216863632,0.41829445052622954,305
10,2004-11-17,0.08,3,isotropic,isotropic,1.1912487745285034,1.8594954013824463,0.1595679372549057,0.551741750286996,328
11,2004-12-01,0.08,3,isotropic,isotropic,0.5164462924003601,1.149946928024292,0.15030395984649658,0.19875864038569974,307
12,2004-12-17,0.08,3,isotropic,isotropic,1.1809532642364502,1.5976122617721558,0.0018695362377911806,0.004771738745462262,237
13,2005-01-01,0.08,3,isotropic,isotropic,0.23594258725643158,1.4250354766845703,0.03622273728251457,0.07355845836837673,224
14,2005-01-12,0.08,3,isotropic,isotropic,0.6620703935623169,1.3407779932022095,0.0022841114550828934,0.004106114333394985,279
15,2005-01-26,0.08,3,isotropic,isotropic,0.24545122683048248,2.018606662750244,0.045092422515153885,0.1837413794067858,296
16,2005-02-11,0.08,3,isotropic,isotropic,0.17948664724826813,1.3082793951034546,0.02521456964313984,0.043157130714432175,281
17,2005-02-23,0.08,3,isotropic,isotropic,0.3447769284248352,0.8407312631607056,0.05050172656774521,0.03569608775946862,331
18,2005-03-09,0.08,3,isotropic,isotropic,0.42274150252342224,2.808095932006836,0.02604277804493904,0.20535779396096002,320
19,2005-03-23,0.08,3,isotropic,isotropic,0.15616966784000397,1.157148838043213,0.09226476401090622,0.12354191314339776,281
0,2004-06-30,0.08,4,isotropic,isotropic,0.13971559703350067,0.0,0.0,0.0,332
1,2004-07-14,0.08,4,isotropic,isotropic,0.19121401011943817,0.589765727519989,0.03195687010884285,0.01111535403284384,213
2,2004-07-31,0.08,4,isotropic,isotropic,0.16355441510677338,2.501310348510742,0.014258919283747673,0.08921169077441712,195
3,2004-08-11,0.08,4,isotropic,isotropic,0.10242638736963272,1.4069782495498657,0.011263342574238777,0.022296775487560094,220
4,2004-08-25,0.08,4,isotropic,isotropic,0.20927268266677856,1.578414797782898,0.064743772149086,0.16130219845655897,166
5,2004-09-08,0.08,4,isotropic,isotropic,0.35292747616767883,1.030644178390503,0.08733389526605606,0.0927684584610015,237
6,2004-09-22,0.08,4,isotropic,isotropic,0.2511051893234253,1.0603092908859253,0.011655283160507679,0.013103519604552125,201
7,2004-10-07,0.08,4,isotropic,isotropic,0.170813649892807,2.3673222064971924,0.008722243830561638,0.0488813247317583,116
8,2004-10-20,0.08,4,isotropic,isotropic,0.35515299439430237,0.7426848411560059,0.14016905426979065,0.07731455534446693,322
9,2004-11-03,0.08,4,isotropic,isotropic,0.29314425587654114,4.305335521697998,0.019055010750889778,0.35320203967855646,305
10,2004-11-17,0.08,4,isotropic,isotropic,1.1222690343856812,1.8594954013824463,0.1611708104610443,0.5572840420747898,328
11,2004-12-01,0.08,4,isotropic,isotropic,0.43222156167030334,1.149946928024292,0.155108243227005,0.20511171873248907,307
12,2004-12-17,0.08,4,isotropic,isotropic,1.0093978643417358,1.5976122617721558,0.0012310403399169445,0.003142064202055249,237
13,2005-01-01,0.08,4,isotropic,isotropic,0.21260561048984528,1.4250354766845703,0.038116704672575,0.07740458739850041,224
14,2005-01-12,0.08,4,isotropic,isotropic,0.7143071889877319,1.3407779932022095,0.0007721573347225785,0.0013880961424561418,279
15,2005-01-26,0.08,4,isotropic,isotropic,0.22921469807624817,2.018606662750244,0.04516995698213577,0.18405731474847284,296
16,2005-02-11,0.08,4,isotropic,isotropic,0.16172391176223755,1.3082793951034546,0.027493732050061226,0.04705813363881433,281
17,2005-02-23,0.08,4,isotropic,isotropic,0.2805755138397217,0.8407312631607056,0.04465030878782272,0.031560135648816774,331
18,2005-03-09,0.08,4,isotropic,isotropic,0.4468506872653961,2.808095932006836,0.019450966268777847,0.15337870316571345,320
19,2005-03-23,0.08,4,isotropic,isotropic,0.15952400863170624,1.157148838043213,0.09555374085903168,0.12794583154559225,281
0,2004-06-30,0.08,5,isotropic,isotropic,0.21074658632278442,0.0,0.0,0.0,332
1,2004-07-14,0.08,5,isotropic,isotropic,0.2556636929512024,0.589765727519989,0.03073626570403576,0.010690798998284144,213
2,2004-07-31,0.08,5,isotropic,isotropic,0.3273230195045471,2.501310348510742,0.01700218953192234,0.10637510773616136,195
3,2004-08-11,0.08,5,isotropic,isotropic,0.18391022086143494,1.4069782495498657,0.0050772614777088165,0.010050884851805376,220
4,2004-08-25,0.08,5,isotropic,isotropic,0.2665494382381439,1.578414797782898,0.07656139880418777,0.1907445540180685,166
5,2004-09-08,0.08,5,isotropic,isotropic,0.5285736322402954,1.030644178390503,0.06516049802303314,0.06921526786058012,237
6,2004-09-22,0.08,5,isotropic,isotropic,0.36073270440101624,1.0603092908859253,0.017440732568502426,0.01960784461277454,201
7,2004-10-07,0.08,5,isotropic,isotropic,0.26964718103408813,2.3673222064971924,0.005792276468127966,0.032461159361610474,116
8,2004-10-20,0.08,5,isotropic,isotropic,0.572030782699585,0.7426848411560059,0.12281853705644608,0.06774434364307169,322
9,2004-11-03,0.08,5,isotropic,isotropic,0.35794106125831604,4.305335521697998,0.016896622255444527,0.31319433624682813,305
10,2004-11-17,0.08,5,isotropic,isotropic,1.2338742017745972,1.8594954013824463,0.15669266879558563,0.5417998679791738,328
11,2004-12-01,0.08,5,isotropic,isotropic,0.4775944948196411,1.149946928024292,0.15065521001815796,0.19922312586316793,307
12,2004-12-17,0.08,5,isotropic,isotropic,1.1403930187225342,1.5976122617721558,0.0029853088781237602,0.0076195977125032574,237
13,2005-01-01,0.08,5,isotropic,isotropic,0.2378801554441452,1.4250354766845703,0.048424892127513885,0.09833769280805679,224
14,2005-01-12,0.08,5,isotropic,isotropic,0.7485553026199341,1.3407779932022095,0.002406593644991517,0.004326298805763982,279
15,2005-01-26,0.08,5,isotropic,isotropic,0.28718501329421997,2.018606662750244,0.030258677899837494,0.12329723945244532,296
16,2005-02-11,0.08,5,isotropic,isotropic,0.2054511308670044,1.3082793951034546,0.02304796688258648,0.03944878431523472,281
17,2005-02-23,0.08,5,isotropic,isotropic,0.3200835585594177,0.8407312631607056,0.03609376773238182,0.02551212380465159,331
18,2005-03-09,0.08,5,isotropic,isotropic,0.48446473479270935,2.808095932006836,0.02637971006333828,0.2080146386299076,320
19,2005-03-23,0.08,5,isotropic,isotropic,0.177193284034729,1.157148838043213,0.09279731661081314,0.1242549975776051,281
0,2004-06-30,0.08,6,isotropic,isotropic,0.19368073344230652,0.0,0.0,0.0,332
1,2004-07-14,0.08,6,isotropic,isotropic,0.2755415737628937,0.589765727519989,0.046782735735177994,0.016272140186143768,213
2,2004-07-31,0.08,6,isotropic,isotropic,0.3796961009502411,2.501310348510742,0.023144181817770004,0.14480281082081498,195
3,2004-08-11,0.08,6,isotropic,isotropic,0.27044808864593506,1.4069782495498657,0.0062837786972522736,0.01243929161371671,220
4,2004-08-25,0.08,6,isotropic,isotropic,0.3322814702987671,1.578414797782898,0.08960114419460297,0.2232316879765962,166
5,2004-09-08,0.08,6,isotropic,isotropic,0.5389694571495056,1.030644178390503,0.08774978667497635,0.09321022972031809,237
6,2004-09-22,0.08,6,isotropic,isotropic,0.3606412410736084,1.0603092908859253,0.01646120660007,0.0185066068690179,201
7,2004-10-07,0.08,6,isotropic,isotropic,0.30971693992614746,2.3673222064971924,0.005083974450826645,0.02849168297589518,116
8,2004-10-20,0.08,6,isotropic,isotropic,0.5840250253677368,0.7426848411560059,0.13966497778892517,0.07703651644935743,322
9,2004-11-03,0.08,6,isotropic,isotropic,0.398883581161499,4.305335521697998,0.019789624959230423,0.36681878543403434,305
10,2004-11-17,0.08,6,isotropic,isotropic,1.2043408155441284,1.8594954013824463,0.15720702707767487,0.543578376517397,328
11,2004-12-01,0.08,6,isotropic,isotropic,0.523140549659729,1.149946928024292,0.1467023342847824,0.19399593020457223,307
12,2004-12-17,0.08,6,isotropic,isotropic,1.223889946937561,1.5976122617721558,0.0024169208481907845,0.006168864033175086,237
13,2005-01-01,0.08,6,isotropic,isotropic,0.23763243854045868,1.4250354766845703,0.038379669189453125,0.0779385963088783,224
14,2005-01-12,0.08,6,isotropic,isotropic,0.7081159353256226,1.3407779932022095,0.0035682078450918198,0.006414515957467686,279
15,2005-01-26,0.08,6,isotropic,isotropic,0.28211602568626404,2.018606662750244,0.045983314514160156,0.18737156194454743,296
16,2005-02-11,0.08,6,isotropic,isotropic,0.1919926255941391,1.3082793951034546,0.028737597167491913,0.049187126924197806,281
17,2005-02-23,0.08,6,isotropic,isotropic,0.3528636693954468,0.8407312631607056,0.058132193982601166,0.04108952384568013,331
18,2005-03-09,0.08,6,isotropic,isotropic,0.4854331612586975,2.808095932006836,0.02193567529320717,0.1729716345730774,320
19,2005-03-23,0.08,6,isotropic,isotropic,0.1613777130842209,1.157148838043213,0.10250910371541977,0.13725901673710414,281
0,2004-06-30,0.08,7,isotropic,isotropic,0.1561899334192276,0.0,0.0,0.0,332
1,2004-07-14,0.08,7,isotropic,isotropic,0.22356167435646057,0.589765727519989,0.041254349052906036,0.014349236754280214,213
2,2004-07-31,0.08,7,isotropic,isotropic,0.2620530426502228,2.501310348510742,0.024939080700278282,0.15603269163374495,195
3,2004-08-11,0.08,7,isotropic,isotropic,0.17907586693763733,1.4069782495498657,0.007872913964092731,0.015585124392091585,220
4,2004-08-25,0.08,7,isotropic,isotropic,0.233994722366333,1.578414797782898,0.07508336007595062,0.18706217827203384,166
5,2004-09-08,0.08,7,isotropic,isotropic,0.45177504420280457,1.030644178390503,0.0752934068441391,0.07997872147954674,237
6,2004-09-22,0.08,7,isotropic,isotropic,0.29398417472839355,1.0603092908859253,0.016274048015475273,0.01829619274620131,201
7,2004-10-07,0.08,7,isotropic,isotropic,0.25340691208839417,2.3673222064971924,0.007221141364425421,0.040468824631067705,116
8,2004-10-20,0.08,7,isotropic,isotropic,0.4746468961238861,0.7426848411560059,0.1486324518918991,0.08198280274947037,322
9,2004-11-03,0.08,7,isotropic,isotropic,0.35125380754470825,4.305335521697998,0.024376217275857925,0.451835465958929,305
10,2004-11-17,0.08,7,isotropic,isotropic,1.0368540287017822,1.8594954013824463,0.17993223667144775,0.6221558597675392,328
11,2004-12-01,0.08,7,isotropic,isotropic,0.47236767411231995,1.149946928024292,0.1644052118062973,0.21740582486526092,307
12,2004-12-17,0.08,7,isotropic,isotropic,1.2860668897628784,1.5976122617721558,0.007955383509397507,0.02030504194540449,237
13,2005-01-01,0.08,7,isotropic,isotropic,0.2563645839691162,1.4250354766845703,0.05579093471169472,0.11329610780972234,224
14,2005-01-12,0.08,7,isotropic,isotropic,0.6915208697319031,1.3407779932022095,0.008595761843025684,0.015452477518798028,279
15,2005-01-26,0.08,7,isotropic,isotropic,0.35989752411842346,2.018606662750244,0.0561792254447937,0.22891758307645155,296
16,2005-02-11,0.08,7,isotropic,isotropic,0.22536244988441467,1.3082793951034546,0.04688448831439018,0.08024725463493738,281
17,2005-02-23,0.08,7,isotropic,isotropic,0.4407109022140503,0.8407312631607056,0.06549324095249176,0.04629252573287912,331
18,2005-03-09,0.08,7,isotropic,isotropic,0.40138888359069824,2.808095932006836,0.0384453609585762,0.3031571555408734,320
19,2005-03-23,0.08,7,isotropic,isotropic,0.14299048483371735,1.157148838043213,0.11080073565244675,0.1483614574528266,281
0,2004-06-30,0.08,8,isotropic,isotropic,0.15819910168647766,0.0,0.0,0.0,332
1,2004-07-14,0.08,8,isotropic,isotropic,0.21688000857830048,0.589765727519989,0.045001279562711716,0.015652507663199092,213
2,2004-07-31,0.08,8,isotropic,isotropic,0.3601268529891968,2.501310348510742,0.02743769995868206,0.17166543659905167,195
3,2004-08-11,0.08,8,isotropic,isotropic,0.2505502998828888,1.4069782495498657,0.0045636617578566074,0.009034169115021314,220
4,2004-08-25,0.08,8,isotropic,isotropic,0.253981351852417,1.578414797782898,0.08821547031402588,0.21977942939076292,166
5,2004-09-08,0.08,8,isotropic,isotropic,0.3777662515640259,1.030644178390503,0.10386418551206589,0.11032738606137477,237
6,2004-09-22,0.08,8,isotropic,isotropic,0.2319587767124176,1.0603092908859253,0.017391450703144073,0.019552439190188137,201
7,2004-10-07,0.08,8,isotropic,isotropic,0.18114393949508667,2.3673222064971924,0.00595950148999691,0.03339832424212092,116
8,2004-10-20,0.08,8,isotropic,isotropic,0.36203017830848694,0.7426848411560059,0.15396487712860107,0.0849240659850038,322
9,2004-11-03,0.08,8,isotropic,isotropic,0.3357030153274536,4.305335521697998,0.027763819321990013,0.5146277659977644,305
10,2004-11-17,0.08,8,isotropic,isotropic,1.0641485452651978,1.8594954013824463,0.16900959610939026,0.5843883926614237,328
11,2004-12-01,0.08,8,isotropic,isotropic,0.46901559829711914,1.149946928024292,0.15661215782165527,0.20710046221199668,307
12,2004-12-17,0.08,8,isotropic,isotropic,1.1841654777526855,1.5976122617721558,0.0074565294198691845,0.019031784257633223,237
13,2005-01-01,0.08,8,isotropic,isotropic,0.23270352184772491,1.4250354766845703,0.039266712963581085,0.07973993926154402,224
14,2005-01-12,0.08,8,isotropic,isotropic,0.6953173875808716,1.3407779932022095,0.008669812232255936,0.015585596839195104,279
15,2005-01-26,0.08,8,isotropic,isotropic,0.3276338279247284,2.018606662750244,0.06464898586273193,0.26342993294884903,296
16,2005-02-11,0.08,8,isotropic,isotropic,0.22387519478797913,1.3082793951034546,0.04529857262969017,0.07753280931719672,281
17,2005-02-23,0.08,8,isotropic,isotropic,0.3986557722091675,0.8407312631607056,0.06733591109514236,0.047594978531905176,331
18,2005-03-09,0.08,8,isotropic,isotropic,0.4290562570095062,2.808095932006836,0.03237573429942131,0.2552957047102503,320
19,2005-03-23,0.08,8,isotropic,isotropic,0.15426596999168396,1.157148838043213,0.09186279773712158,0.12300368294235799,281
0,2004-06-30,0.08,9,isotropic,isotropic,0.18625611066818237,0.0,0.0,0.0,332
1,2004-07-14,0.08,9,isotropic,isotropic,0.27222374081611633,0.589765727519989,0.042769014835357666,0.014876073279761023,213
2,2004-07-31,0.08,9,isotropic,isotropic,0.3086387813091278,2.501310348510742,0.03131446987390518,0.19592065482408588,195
3,2004-08-11,0.08,9,isotropic,isotropic,0.1919587254524231,1.4069782495498657,0.0038714022375643253,0.007663780617881402,220
4,2004-08-25,0.08,9,isotropic,isotropic,0.20817328989505768,1.578414797782898,0.1029748022556305,0.2565507297167441,166
5,2004-09-08,0.08,9,isotropic,isotropic,0.3932236433029175,1.030644178390503,0.07819409668445587,0.08305991377195401,237
6,2004-09-22,0.08,9,isotropic,isotropic,0.26141980290412903,1.0603092908859253,0.023227224126458168,0.026113341264127083,201
7,2004-10-07,0.08,9,isotropic,isotropic,0.22993068397045135,2.3673222064971924,0.001973099773749709,0.011057674222644146,116
8,2004-10-20,0.08,9,isotropic,isotropic,0.46587517857551575,0.7426848411560059,0.14680278301239014,0.0809735925740591,322
9,2004-11-03,0.08,9,isotropic,isotropic,0.27556177973747253,4.305335521697998,0.01750170812010765,0.3244101557692442,305
10,2004-11-17,0.08,9,isotropic,isotropic,1.0595144033432007,1.8594954013824463,0.1542513370513916,0.5333584186959067,328
11,2004-12-01,0.08,9,isotropic,isotropic,0.3572066128253937,1.149946928024292,0.14305458962917328,0.18917223315119103,307
12,2004-12-17,0.08,9,isotropic,isotropic,0.9238355755805969,1.5976122617721558,0.0023594165686517954,0.006022092126239343,237
13,2005-01-01,0.08,9,isotropic,isotropic,0.20822228491306305,1.4250354766845703,0.0346207395195961,0.07030523968336158,224
14,2005-01-12,0.08,9,isotropic,isotropic,0.790159285068512,1.3407779932022095,0.002276149345561862,0.004091800963547987,279
15,2005-01-26,0.08,9,isotropic,isotropic,0.27438411116600037,2.018606662750244,0.04065432772040367,0.16565715119191368,296
16,2005-02-11,0.08,9,isotropic,isotropic,0.20057277381420135,1.3082793951034546,0.023528583347797394,0.040271405042305475,281
17,2005-02-23,0.08,9,isotropic,isotropic,0.2651749849319458,0.8407312631607056,0.03883730620145798,0.02745133651319628,331
18,2005-03-09,0.08,9,isotropic,isotropic,0.5241133570671082,2.808095932006836,0.019642168655991554,0.15488641099820818,320
19,2005-03-23,0.08,9,isotropic,isotropic,0.20570412278175354,1.157148838043213,0.0837414339184761,0.11212923011906313,281
0,2004-06-30,0.0,0,standard,standard,0.4284462034702301,0.0,0.0,0.0,332
1,2004-07-14,0.0,0,standard,standard,0.630068302154541,0.589765727519989,0.09765595197677612,0.03396704608239771,213
